09203827	0
09177647	1
01535246	2
11864906	3
04041069	4
13841863	5
02758399	6
06767035	7
06956287	8
02629111	9
09184975	10
01697406	11
00210940	12
10373998	13
14333433	14
00537682	15
10536416	16
11417672	17
07161429	18
06681177	19
01872244	20
14122235	21
00759501	22
05855125	23
00870453	24
02162434	25
11109728	26
13236354	27
01334862	28
01401854	29
00487874	30
07184545	31
08025835	32
01721718	33
03917455	34
07086518	35
09738708	36
14662574	37
14439745	38
04489008	39
10709529	40
02008796	41
09901143	42
03670622	43
02187759	44
13194036	45
14774699	46
11432887	47
00610373	48
02281325	49
02149302	50
06816935	51
03565402	52
10711144	53
07028964	54
02961505	55
13517843	56
00967157	57
12934776	58
09936892	59
04803430	60
08764561	61
02887489	62
00249313	63
02348568	64
04024862	65
01929047	66
14696793	67
01751021	68
01188537	69
02792305	70
00970215	71
15062284	72
02331175	73
00465461	74
03296759	75
12235765	76
02573275	77
01314663	78
01993926	79
00667424	80
14213328	81
02971469	82
02020413	83
02664136	84
02069888	85
12826516	86
11812094	87
08356573	88
02054502	89
01053495	90
08565006	91
01063350	92
10691600	93
01017987	94
00637259	95
12381931	96
08382056	97
00495524	98
00794614	99
04368496	100
00573932	101
07542675	102
04298308	103
02063224	104
12722884	105
08339706	106
06118370	107
08849226	108
14169364	109
06649567	110
00012267	111
00152558	112
00748616	113
12401335	114
01490885	115
09340203	116
04944048	117
08982587	118
01345109	119
01395382	120
01546349	121
01840775	122
10941714	123
07814925	124
11716422	125
07324380	126
00328327	127
01200806	128
08223263	129
01925469	130
07748912	131
10229034	132
00086297	133
09956578	134
04981044	135
06172502	136
00213694	137
00846021	138
09680657	139
08179879	140
07774479	141
00722848	142
00855794	143
01589718	144
01451176	145
13286801	146
08572467	147
03753077	148
05394277	149
10778345	150
11779300	151
03570838	152
14321953	153
00671022	154
10367409	155
12494794	156
02395694	157
08961970	158
00658627	159
10266486	160
06779914	161
10362428	162
02254697	163
11921200	164
02921325	165
13211516	166
00100905	167
08494987	168
10482220	169
02660147	170
02347865	171
08945529	172
02567484	173
06201908	174
02386845	175
00058337	176
11881742	177
01658586	178
02118379	179
03890514	180
02692232	181
11832214	182
05581514	183
06095022	184
05395286	185
10773394	186
14265722	187
07736813	188
07062697	189
00745078	190
02422685	191
03679986	192
10162991	193
00114052	194
01367069	195
00695475	196
06602472	197
01260291	198
12222334	199
05865454	200
04994824	201
02266421	202
01813088	203
00994454	204
14943580	205
01403540	206
00048912	207
05221895	208
02981024	209
00616153	210
02794156	211
01127379	212
01783214	213
01763482	214
14181409	215
10006511	216
01397707	217
07748574	218
11208172	219
05166560	220
10516294	221
02629256	222
08044265	223
05736149	224
09825413	225
00989602	226
12765846	227
00666350	228
04738641	229
09979321	230
13996571	231
13664808	232
12819953	233
12480233	234
05656537	235
07581346	236
00147187	237
01224517	238
07347051	239
04887129	240
03533014	241
11475279	242
01220636	243
02443609	244
06528783	245
05198321	246
01195380	247
04785908	248
12542649	249
02640053	250
00598767	251
02183857	252
12592544	253
00620752	254
03054098	255
01165043	256
02985137	257
04623113	258
09296121	259
13633375	260
02511510	261
02431628	262
13752033	263
00455212	264
14386130	265
10768903	266
08748280	267
12546015	268
08786283	269
12108871	270
08620763	271
03199775	272
00756076	273
02137907	274
13460991	275
04877530	276
03654374	277
02216740	278
13007417	279
12863234	280
01253808	281
12879963	282
14452616	283
02373785	284
03984381	285
11851578	286
13381145	287
05277728	288
04828925	289
02852173	290
09884391	291
10039391	292
08804049	293
00119873	294
03968581	295
13282161	296
01299758	297
02022135	298
06610143	299
00576228	300
00774796	301
03230785	302
01718185	303
12979129	304
15069338	305
14619225	306
04733204	307
01066775	308
05111835	309
09340644	310
02379753	311
12797693	312
08983556	313
01817500	314
02739668	315
13187031	316
09106770	317
00780889	318
09311259	319
00135857	320
00029336	321
11433013	322
08191701	323
00173283	324
01180351	325
05347146	326
02035337	327
02055062	328
08769179	329
00157389	330
11813830	331
11408243	332
00116376	333
13549488	334
11386346	335
14013005	336
00066977	337
02629390	338
08170535	339
14828511	340
01520789	341
00654400	342
09713501	343
08874469	344
10720197	345
11611758	346
01305731	347
01936537	348
00258854	349
14167426	350
02567960	351
02547947	352
04716210	353
02922159	354
11159698	355
02893338	356
00693399	357
02459915	358
12469157	359
12771192	360
02022486	361
01947735	362
01155421	363
15137890	364
05954100	365
10498699	366
07528807	367
13143930	368
01466472	369
00664788	370
03519981	371
00527572	372
11717577	373
02122580	374
05018542	375
07424436	376
13885370	377
05980412	378
01801847	379
06751974	380
00218045	381
00636061	382
08289841	383
06511874	384
02636516	385
01640207	386
13037406	387
09627017	388
14959472	389
14932303	390
08928193	391
09257949	392
02808695	393
13632961	394
02776631	395
12635744	396
12792638	397
00299217	398
10225931	399
01871699	400
00912048	401
00357332	402
10386515	403
09128201	404
07621618	405
01507143	406
00021554	407
12449296	408
05260533	409
00634472	410
09904837	411
02299715	412
10479493	413
06162653	414
01800042	415
02156063	416
11243907	417
02169891	418
13263779	419
12989462	420
03282060	421
08086356	422
10093396	423
00882802	424
12678059	425
10849873	426
13433462	427
14873641	428
06529219	429
14371913	430
02146790	431
02612368	432
02683419	433
14894481	434
13326198	435
14438125	436
05003273	437
02486932	438
06615458	439
02586382	440
00457770	441
04826235	442
09449282	443
09837360	444
01188783	445
01887576	446
01811104	447
12549976	448
11788727	449
12805373	450
02291434	451
02818832	452
01967104	453
09506337	454
04362821	455
00247439	456
04830343	457
01400044	458
01773930	459
04650527	460
05861317	461
04391569	462
14386697	463
01556368	464
02126382	465
06147522	466
07532440	467
00461782	468
01848123	469
13303315	470
12332866	471
00846462	472
06937768	473
09028062	474
02330583	475
08593262	476
08975435	477
15266265	478
11959104	479
01055661	480
02225739	481
08045428	482
05205340	483
01205696	484
03222722	485
11540230	486
08775784	487
12860254	488
04294879	489
00962447	490
07664007	491
14526764	492
01902568	493
03873699	494
02399000	495
08216900	496
03265032	497
07202812	498
01983771	499
05859991	500
08809749	501
13583724	502
15243730	503
01841471	504
00647542	505
00826201	506
03671272	507
09926246	508
08440630	509
02569630	510
00118268	511
10316527	512
01223877	513
04958634	514
10786033	515
09673916	516
09942871	517
13197085	518
05385161	519
01721415	520
02766534	521
06694540	522
02576503	523
04138977	524
01412415	525
02496210	526
01538928	527
00503164	528
02490219	529
10444194	530
02639605	531
04821615	532
02740764	533
00431552	534
07326880	535
14919272	536
14631871	537
14779550	538
05412242	539
11552386	540
02464626	541
08372847	542
02681524	543
00975781	544
05547396	545
02068541	546
07275078	547
07025900	548
12331415	549
12752205	550
07955280	551
01675225	552
14392862	553
06438477	554
12341126	555
10712690	556
00610538	557
03371875	558
10527334	559
02892392	560
00529224	561
00414823	562
10514429	563
02617402	564
01793818	565
04940146	566
14688500	567
05084201	568
08790353	569
01039307	570
07380934	571
06892358	572
11924330	573
07035420	574
00305846	575
03319745	576
08230009	577
00060477	578
14170772	579
08260961	580
00548750	581
09679925	582
03583621	583
08821578	584
03068707	585
07710283	586
02248510	587
00754280	588
01330822	589
12188289	590
00135504	591
11236852	592
00911261	593
06078327	594
00226951	595
12494115	596
00093483	597
07744811	598
10875910	599
02021050	600
02660769	601
00707956	602
00289679	603
08728595	604
01731545	605
06700030	606
11990627	607
07124736	608
12842887	609
07255174	610
02851709	611
08720481	612
12825061	613
08857099	614
05285275	615
02286425	616
13773725	617
11290984	618
00628491	619
07579399	620
11253802	621
06546408	622
01502762	623
01686439	624
00916464	625
08616311	626
14553290	627
01173826	628
10376890	629
13501059	630
01856626	631
00618878	632
02385634	633
01413942	634
03928001	635
02685995	636
00649481	637
03546766	638
06496624	639
01591158	640
14761806	641
08061042	642
07778938	643
14472624	644
01810320	645
14145501	646
00345000	647
00816353	648
04974968	649
03817647	650
02840361	651
00700336	652
13454479	653
05733090	654
01444723	655
13325382	656
00973077	657
12633061	658
07756641	659
12334293	660
10147262	661
02795978	662
02759963	663
00362128	664
13954818	665
12251137	666
03259505	667
00857872	668
04297476	669
02326795	670
12994979	671
11370654	672
00714718	673
01182654	674
07819769	675
01077329	676
00958477	677
10491575	678
10620758	679
12626674	680
12402348	681
09153570	682
01734300	683
14471224	684
13771404	685
02725067	686
05236152	687
08494231	688
05815890	689
07328942	690
13133613	691
00801977	692
14821248	693
01222884	694
13568524	695
06567400	696
02782093	697
14640434	698
12018760	699
12800586	700
00422090	701
02225911	702
01034118	703
14507651	704
01229071	705
11680032	706
08945277	707
15154190	708
08713655	709
12629946	710
01897667	711
00428583	712
09990415	713
01369346	714
11041814	715
10283037	716
05107765	717
07491286	718
02613181	719
08289089	720
08769329	721
10420031	722
11940750	723
01871875	724
08837048	725
10679998	726
00950670	727
04081044	728
02527498	729
12264254	730
11722466	731
02849154	732
01511380	733
12607456	734
01207527	735
12157769	736
01743217	737
02927399	738
11790390	739
04019101	740
05698247	741
07572353	742
12178129	743
00287258	744
00444519	745
04973386	746
12374238	747
13864965	748
11630351	749
09694529	750
02229828	751
01614925	752
09170633	753
06235977	754
05959954	755
05845888	756
00335384	757
04471632	758
03011162	759
00514041	760
01116026	761
12905817	762
07658168	763
14083790	764
11724822	765
03588414	766
02290196	767
10724372	768
08559508	769
10549510	770
01131043	771
08030481	772
02501738	773
06999802	774
01855343	775
12916025	776
07151122	777
13467009	778
05808794	779
05485098	780
13038944	781
06466787	782
05220461	783
12585629	784
05121418	785
02928066	786
06046692	787
00594580	788
02641201	789
01066881	790
09264116	791
09366762	792
14577046	793
10732010	794
02267529	795
08960363	796
04792679	797
01228102	798
10485440	799
11076965	800
05087297	801
04863074	802
08377806	803
00751944	804
14434022	805
02621901	806
02951843	807
02859053	808
10431625	809
07537068	810
02262601	811
02217839	812
00772381	813
00713818	814
00548173	815
00102457	816
00038687	817
04845475	818
01851996	819
14775995	820
09201301	821
15089258	822
08851034	823
10325774	824
01951274	825
02195191	826
02453692	827
02398681	828
08953029	829
01406262	830
14562142	831
03975232	832
09957156	833
08167953	834
01274171	835
00609100	836
03826762	837
05594822	838
01313923	839
10551265	840
02571251	841
09790278	842
07763483	843
11899432	844
02452885	845
09094381	846
07131854	847
13624026	848
12486732	849
01449857	850
14816899	851
04744814	852
08766571	853
08831004	854
00562303	855
00111129	856
04376400	857
07573696	858
06468951	859
07675627	860
01868780	861
06266296	862
05050668	863
10792335	864
13319032	865
11888271	866
13858604	867
00581671	868
01587984	869
04118776	870
02183442	871
03553248	872
02493666	873
08207001	874
10055410	875
01851731	876
06879521	877
01191755	878
10675481	879
05433496	880
01596404	881
12357100	882
09770179	883
10810923	884
07007945	885
03082127	886
00605349	887
12771390	888
02514198	889
02194913	890
08748499	891
02620318	892
00259643	893
07344528	894
12839574	895
02453321	896
00198270	897
09912995	898
01096497	899
09380817	900
02284803	901
10036266	902
00414409	903
13786413	904
02295717	905
12841872	906
00470966	907
07302267	908
00139544	909
09638875	910
05642175	911
02489183	912
09157766	913
02368399	914
05878229	915
09498697	916
03610270	917
00045250	918
00609236	919
00836788	920
03464757	921
00995134	922
13792842	923
09506216	924
05820620	925
01143040	926
03042697	927
11642430	928
00332835	929
04002026	930
00546389	931
12212361	932
01134238	933
10513623	934
09026911	935
09754633	936
02274516	937
02353037	938
02836607	939
01613239	940
02650282	941
00031663	942
04604009	943
14704640	944
08566028	945
02139479	946
13845838	947
10483530	948
00894552	949
02035845	950
13999663	951
01254051	952
11635433	953
02368787	954
00976653	955
06441607	956
07900406	957
00017865	958
08122141	959
06773434	960
12440869	961
02503803	962
02261184	963
10668666	964
11173199	965
12811294	966
00153961	967
02122983	968
01618922	969
07154330	970
05812038	971
02135486	972
05578095	973
10712055	974
01143713	975
07201804	976
11906359	977
10826717	978
04147495	979
00182406	980
01706488	981
00255389	982
10369528	983
06212839	984
00735571	985
01484083	986
02330830	987
14661020	988
12711398	989
14812359	990
00467995	991
12992868	992
09458079	993
05355890	994
03936895	995
00198850	996
09041785	997
02330967	998
02588464	999
02946921	1000
09436708	1001
07367385	1002
02599784	1003
01588589	1004
07541923	1005
01076793	1006
11962108	1007
08755214	1008
02649082	1009
12299165	1010
01643657	1011
06064462	1012
07029247	1013
02174896	1014
01254013	1015
00464687	1016
11990167	1017
00495808	1018
02534307	1019
05653848	1020
11713628	1021
08657249	1022
00532607	1023
04848262	1024
02737187	1025
05162217	1026
01037498	1027
02715229	1028
04633453	1029
01023820	1030
04502670	1031
08062970	1032
11999958	1033
01454431	1034
00933566	1035
09285979	1036
13736197	1037
08035601	1038
05017230	1039
00901103	1040
02269196	1041
01262713	1042
01162425	1043
00778275	1044
01062817	1045
12841686	1046
08706823	1047
02392654	1048
09033333	1049
13471681	1050
12039524	1051
07529245	1052
08524572	1053
02713097	1054
05120683	1055
02692335	1056
10793570	1057
09802050	1058
07893891	1059
01361261	1060
02184114	1061
11420376	1062
02485631	1063
11867070	1064
09041199	1065
03834604	1066
08894319	1067
13987719	1068
00278040	1069
10338707	1070
02261883	1071
01021579	1072
14677778	1073
12004310	1074
02752311	1075
00590241	1076
01884383	1077
02356420	1078
00394562	1079
01915730	1080
05256862	1081
13456071	1082
07172557	1083
00084230	1084
01372556	1085
06804483	1086
09419536	1087
00377002	1088
02427958	1089
02167571	1090
12847254	1091
01245986	1092
00708538	1093
01983264	1094
01913237	1095
10684827	1096
01058574	1097
10486679	1098
05845140	1099
08714966	1100
06369829	1101
00916909	1102
05286536	1103
12153580	1104
08161591	1105
02127100	1106
03406597	1107
00908909	1108
01861778	1109
06346461	1110
01733829	1111
12969670	1112
07379409	1113
02022684	1114
01996735	1115
03101986	1116
07440979	1117
15173064	1118
12709103	1119
10368920	1120
13496972	1121
15237567	1122
12623524	1123
08029421	1124
11864602	1125
15105268	1126
06629858	1127
13858045	1128
10508141	1129
05387395	1130
07812662	1131
04778630	1132
02447021	1133
13212025	1134
06362441	1135
01139623	1136
08940209	1137
01883344	1138
07996412	1139
02744651	1140
08590369	1141
01832381	1142
04003597	1143
11261184	1144
02523877	1145
08995242	1146
05071027	1147
07057196	1148
10533983	1149
03287459	1150
07733712	1151
07194950	1152
15223750	1153
05922651	1154
14702416	1155
11689197	1156
04664413	1157
11406314	1158
01238640	1159
01432601	1160
09105821	1161
14498096	1162
01194114	1163
09845849	1164
05642553	1165
02367032	1166
02301072	1167
01741744	1168
01922895	1169
10460806	1170
04883614	1171
06694149	1172
10431330	1173
10105359	1174
13557766	1175
01024190	1176
00488770	1177
00263492	1178
04425977	1179
08578174	1180
08736517	1181
13046285	1182
00112674	1183
10678662	1184
11989636	1185
00427397	1186
01112979	1187
00220115	1188
08735705	1189
00316827	1190
13601483	1191
01054849	1192
05763412	1193
02640453	1194
01093085	1195
06790845	1196
02799593	1197
07524760	1198
07497473	1199
05424963	1200
10154601	1201
04016240	1202
15116283	1203
15009843	1204
01566386	1205
01527271	1206
00840751	1207
00521874	1208
06987124	1209
04840981	1210
02590910	1211
10326087	1212
08908248	1213
01387617	1214
10104592	1215
03859495	1216
00999270	1217
15258694	1218
10351625	1219
12889713	1220
05068918	1221
00788973	1222
02010698	1223
09226209	1224
01859496	1225
00828374	1226
11031668	1227
10024362	1228
13433061	1229
02203592	1230
15074962	1231
10363149	1232
00959731	1233
12778219	1234
14102075	1235
10609325	1236
02806907	1237
01489734	1238
03708036	1239
01442779	1240
12127890	1241
01717666	1242
09440400	1243
00344643	1244
09290777	1245
09018426	1246
14690607	1247
01378556	1248
05441468	1249
08624385	1250
08240966	1251
02359915	1252
00080705	1253
14844693	1254
11689483	1255
11876803	1256
09206693	1257
12677612	1258
10801561	1259
08737041	1260
09720702	1261
02081178	1262
14605132	1263
05530657	1264
13602526	1265
12080395	1266
09884815	1267
00630802	1268
04089152	1269
01222477	1270
08236438	1271
12137791	1272
00572489	1273
04502502	1274
04437670	1275
01587526	1276
02191106	1277
13166338	1278
09280380	1279
02204692	1280
11727976	1281
02009750	1282
05774614	1283
02266580	1284
12296218	1285
10198437	1286
01221790	1287
05905802	1288
12113471	1289
02724126	1290
07464402	1291
08684294	1292
04910135	1293
01528087	1294
00247390	1295
05024254	1296
02571300	1297
02363681	1298
03014440	1299
02544781	1300
12327718	1301
07319103	1302
13149296	1303
03950899	1304
03746330	1305
01918744	1306
00874002	1307
11971783	1308
02676054	1309
13431722	1310
13950440	1311
07451463	1312
03201638	1313
12975608	1314
02336449	1315
12916511	1316
02642814	1317
04179126	1318
00487350	1319
07504841	1320
07373277	1321
10199103	1322
13216475	1323
01661804	1324
03650173	1325
10222497	1326
02378870	1327
02469928	1328
14291561	1329
03354350	1330
02265560	1331
00622266	1332
08330298	1333
07047505	1334
01514655	1335
02058994	1336
00207622	1337
05678932	1338
02418341	1339
02876657	1340
00433232	1341
11270380	1342
04333500	1343
05416198	1344
01746359	1345
00168237	1346
08860001	1347
04555101	1348
10069427	1349
02558980	1350
07552252	1351
09626238	1352
00847770	1353
05050115	1354
08582837	1355
01374020	1356
10293172	1357
07294907	1358
10741821	1359
01578993	1360
01681048	1361
02179429	1362
12931738	1363
08688076	1364
04013362	1365
09795124	1366
06248043	1367
10291110	1368
02487573	1369
